SDFB Relationship ID,Person 1 ID,Person 2 ID,Original Confidence,Maximum Confidence,Start Year Type,Start Day,Start Month,Start Year,End Year Type,End Month,End Day,End Year
100061269,10002867,10008887,17,17,AF/IN,,,1670,BF/IN,,,1747
100061270,10002867,10009069,22,22,AF/IN,,,1668,BF/IN,,,1705
100061272,10002867,10011520,27,27,AF/IN,,,1672,BF/IN,,,1747
100061273,10002867,10011584,32,32,AF/IN,,,1668,BF/IN,,,1699
100061274,10002867,10011683,22,22,AF/IN,,,1668,BF/IN,,,1701
100061276,10002867,10011962,28,28,AF/IN,,,1668,BF/IN,,,1733
100061279,10002870,10003577,15,15,AF/IN,,,1576,BF/IN,,,1610
100061280,10002870,10003693,32,32,AF/IN,,,1585,BF/IN,,,1610
100061281,10002870,10004244,20,20,AF/IN,,,1576,BF/IN,,,1610
100061282,10002870,10007540,52,52,AF/IN,,,1576,BF/IN,,,1590
100061284,10002870,10007572,18,18,AF/IN,,,1576,BF/IN,,,1610
100061285,10002870,10011681,36,36,AF/IN,,,1576,BF/IN,,,1610
100061287,10002871,10004664,25,25,AF/IN,,,1580,BF/IN,,,1585
100061292,10002873,10004425,19,19,AF/IN,,,1690,BF/IN,,,1716
100061294,10002873,10005163,54,54,AF/IN,,,1682,BF/IN,,,1716
100061295,10002873,10005373,30,30,AF/IN,,,1682,BF/IN,,,1716
100061232,10002863,10012531,50,50,AF/IN,,,1617,BF/IN,,,1672
100061299,10002873,10006571,24,24,AF/IN,,,1682,BF/IN,,,1716
100061300,10002873,10006719,57,57,AF/IN,,,1682,BF/IN,,,1716
100061302,10002873,10008812,97,97,AF/IN,,,1682,BF/IN,,,1716
100061303,10002873,10009509,56,56,AF/IN,,,1694,BF/IN,,,1716
100061305,10002873,10010511,44,44,AF/IN,,,1682,BF/IN,,,1716
100061307,10002873,10011230,15,15,AF/IN,,,1689,BF/IN,,,1716
100061313,10002873,10012768,87,87,AF/IN,,,1682,BF/IN,,,1716
100061314,10002873,10012821,43,43,AF/IN,,,1682,BF/IN,,,1716
100061315,10002873,10012972,17,17,AF/IN,,,1690,BF/IN,,,1716
100061316,10002874,10002922,17,17,AF/IN,,,1685,BF/IN,,,1724
100061317,10002874,10003387,54,54,AF/IN,,,1668,BF/IN,,,1726
100061318,10002874,10007419,47,47,AF/IN,,,1686,BF/IN,,,1726
100061319,10002875,10002876,82,82,AF/IN,,,1611,BF/IN,,,1630
100061321,10002875,10006297,13,13,AF/IN,,,1611,BF/IN,,,1655
100061322,10002875,10008272,14,14,AF/IN,,,1611,BF/IN,,,1627
100061324,10002875,10008680,12,12,AF/IN,,,1611,BF/IN,,,1641
100061325,10002875,10009126,48,48,AF/IN,,,1636,BF/IN,,,1655
100061327,10002875,10011805,12,12,AF/IN,,,1632,BF/IN,,,1655
100061328,10002875,10011885,50,50,AF/IN,,,1611,BF/IN,,,1655
100061330,10002876,10011040,53,53,AF/IN,,,1622,BF/IN,,,1630
100061332,10002877,10007430,41,41,AF/IN,,,1602,BF/IN,,,1627
100061333,10002877,10008699,41,41,AF/IN,,,1575,BF/IN,,,1627
100061335,10002877,10013021,41,41,AF/IN,,,1588,BF/IN,,,1627
100061338,10002878,10005610,28,28,AF/IN,,,1549,BF/IN,,,1582
100061339,10002878,10005611,43,43,AF/IN,,,1549,BF/IN,,,1574
100061341,10002878,10009870,52,52,AF/IN,,,1549,BF/IN,,,1582
100061343,10002878,10010671,37,37,AF/IN,,,1549,BF/IN,,,1581
100061344,10002879,10002880,25,25,AF/IN,,,1689,BF/IN,,,1705
100061346,10002879,10007468,92,92,AF/IN,,,1609,BF/IN,,,1664
100061347,10002879,10007660,61,61,AF/IN,,,1616,BF/IN,,,1692
100061349,10002879,10008969,32,32,AF/IN,,,1625,BF/IN,,,1698
100061350,10002879,10011683,82,82,AF/IN,,,1633,BF/IN,,,1701
100061352,10002880,10007660,12,12,AF/IN,,,1689,BF/IN,,,1692
100061354,10002881,10002913,12,12,AF/IN,,,1627,BF/IN,,,1686
100061355,10002881,10003421,45,45,AF/IN,,,1615,BF/IN,,,1669
100061358,10002881,10003586,33,33,AF/IN,,,1648,BF/IN,,,1695
100061360,10002881,10003717,34,34,AF/IN,,,1615,BF/IN,,,1680
100061364,10002881,10004530,22,22,AF/IN,,,1627,BF/IN,,,1701
100061365,10002881,10004761,38,38,AF/IN,,,1615,BF/IN,,,1665
100061367,10002881,10006136,85,85,AF/IN,,,1615,BF/IN,,,1686
100061368,10002881,10006686,36,36,AF/IN,,,1615,BF/IN,,,1652
100061370,10002881,10006721,50,50,AF/IN,,,1615,BF/IN,,,1678
100061372,10002881,10007316,22,22,AF/IN,,,1618,BF/IN,,,1680
100061373,10002881,10007966,12,12,AF/IN,,,1615,BF/IN,,,1669
100061375,10002881,10008303,41,41,AF/IN,,,1615,BF/IN,,,1670
100061376,10002881,10008800,19,19,AF/IN,,,1622,BF/IN,,,1699
100061378,10002881,10009549,28,28,AF/IN,,,1633,BF/IN,,,1701
100061379,10002881,10009663,75,75,AF/IN,,,1632,BF/IN,,,1664
100061381,10002881,10010204,42,42,AF/IN,,,1615,BF/IN,,,1672
100061384,10002881,10010959,17,17,AF/IN,,,1615,BF/IN,,,1680
100061386,10002881,10011285,49,49,AF/IN,,,1615,BF/IN,,,1681
100061387,10002881,10011490,45,45,AF/IN,,,1615,BF/IN,,,1669
100061389,10002881,10011758,12,12,AF/IN,,,1615,BF/IN,,,1658
100061390,10002881,10011759,30,30,AF/IN,,,1617,BF/IN,,,1660
100061393,10002881,10012639,56,56,AF/IN,,,1615,BF/IN,,,1653
100061395,10002881,10012983,33,33,AF/IN,,,1642,BF/IN,,,1701
100061397,10002882,10002912,50,50,AF/IN,,,1579,BF/IN,,,1640
100061398,10002882,10002966,25,25,AF/IN,,,1579,BF/IN,,,1636
100061400,10002882,10003499,21,21,AF/IN,,,1605,BF/IN,,,1645
100061403,10002882,10004123,16,16,AF/IN,,,1579,BF/IN,,,1652
100061404,10002882,10004165,17,17,AF/IN,,,1587,BF/IN,,,1643
100061406,10002882,10004474,42,42,AF/IN,,,1585,BF/IN,,,1652
100061408,10002882,10005446,15,15,AF/IN,,,1579,BF/IN,,,1652
100061409,10002882,10005447,31,31,AF/IN,,,1579,BF/IN,,,1644
100061411,10002882,10005591,11,11,AF/IN,,,1579,BF/IN,,,1652
100061412,10002882,10005666,15,15,AF/IN,,,1632,BF/IN,,,1652
100061414,10002882,10005897,43,43,AF/IN,,,1599,BF/IN,,,1652
100061415,10002882,10006074,51,51,AF/IN,,,1579,BF/IN,,,1612
100061417,10002882,10006081,13,13,AF/IN,,,1595,BF/IN,,,1652
100061419,10002882,10006444,13,13,AF/IN,,,1607,BF/IN,,,1652
100061420,10002882,10006445,63,63,AF/IN,,,1609,BF/IN,,,1652
100061425,10002882,10007577,19,19,AF/IN,,,1612,BF/IN,,,1652
100061429,10002882,10008380,61,61,AF/IN,,,1599,BF/IN,,,1652
100061430,10002882,10008541,55,55,AF/IN,,,1584,BF/IN,,,1625
100061432,10002882,10008648,35,35,AF/IN,,,1633,BF/IN,,,1652
100061433,10002882,10008729,44,44,AF/IN,,,1579,BF/IN,,,1640
