SDFB Relationship ID,Person 1 ID,Person 2 ID,Original Confidence,Maximum Confidence,Start Year Type,Start Day,Start Month,Start Year,End Year Type,End Month,End Day,End Year
100120179,10006367,10011584,55,55,AF/IN,,,1635,BF/IN,,,1699
100120191,10006368,10010932,35,35,AF/IN,,,1647,BF/IN,,,1674
100120193,10006368,10011441,84,84,AF/IN,,,1647,BF/IN,,,1674
100120205,10006369,10011780,44,44,AF/IN,,,1522,BF/IN,,,1579
100120207,10006370,10006621,99,99,AF/IN,,,1525,BF/IN,,,1571
100120223,10006370,10009819,27,27,AF/IN,,,1525,BF/IN,,,1556
100120226,10006370,10010197,53,53,AF/IN,,,1528,BF/IN,,,1589
100120244,10006370,10013074,26,26,AF/IN,,,1525,BF/IN,,,1589
100120250,10006372,10008498,50,50,AF/IN,,,1648,BF/IN,,,1673
100120263,10006375,10006380,44,44,AF/IN,,,1441,BF/IN,,,1516
100120270,10006377,10006700,20,20,AF/IN,,,1650,BF/IN,,,1648
100120277,10006377,10011671,13,13,AF/IN,,,1630,BF/IN,,,1648
100120291,10006379,10007919,42,42,AF/IN,,,1683,BF/IN,,,1729
100120304,10006381,10008005,31,31,AF/IN,,,1617,BF/IN,,,1646
100120309,10006383,10006894,50,50,AF/IN,,,1461,BF/IN,,,1514
100120326,10006384,10009263,43,43,AF/IN,,,1487,BF/IN,,,1589
100120330,10006384,10012711,40,40,AF/IN,,,1515,BF/IN,,,1582
100120335,10006386,10006855,49,49,AF/IN,,,1630,BF/IN,,,1649
100120339,10006387,10006394,18,18,AF/IN,,,1696,BF/IN,,,1744
100120356,10006388,10012749,28,28,AF/IN,,,1583,BF/IN,,,1615
100120367,10006391,10010544,13,13,AF/IN,,,1669,BF/IN,,,1700
100120374,10006392,10011052,14,14,AF/IN,,,1611,BF/IN,,,1666
100120394,10006394,10006933,21,21,AF/IN,,,1696,BF/IN,,,1734
100120395,10006394,10007618,31,31,AF/IN,,,1696,BF/IN,,,1713
100120400,10006394,10009329,21,21,AF/IN,,,1696,BF/IN,,,1774
100120420,10006396,10006656,17,17,AF/IN,,,1690,BF/IN,,,1757
100120421,10006396,10006657,31,31,AF/IN,,,1696,BF/IN,,,1757
100120440,10006399,10011597,55,55,AF/IN,,,1475,BF/IN,,,1539
100120443,10006400,10006471,60,60,AF/IN,,,1623,BF/IN,,,1684
100120456,10006401,10006452,19,19,AF/IN,,,1637,BF/IN,,,1701
100120460,10006401,10007126,16,16,AF/IN,,,1656,BF/IN,,,1692
100120465,10006401,10008357,22,22,AF/IN,,,1656,BF/IN,,,1698
100120483,10006402,10009313,80,80,AF/IN,,,1604,BF/IN,,,1652
100120486,10006402,10011885,41,41,AF/IN,,,1602,BF/IN,,,1666
100120504,10006405,10011035,14,14,AF/IN,,,1639,BF/IN,,,1690
100120509,10006406,10006409,36,36,AF/IN,,,1465,BF/IN,,,1537
100120525,10006409,10007091,48,48,AF/IN,,,1536,BF/IN,,,1537
100120530,10006409,10010917,11,11,AF/IN,,,1500,BF/IN,,,1537
100120537,10006409,10012122,25,25,AF/IN,,,1516,BF/IN,,,1537
100120551,10006411,10010282,28,28,AF/IN,,,1689,BF/IN,,,1740
100120559,10006412,10006657,15,15,AF/IN,,,1696,BF/IN,,,1746
100120569,10006412,10008429,28,28,AF/IN,,,1694,BF/IN,,,1724
100120573,10006412,10008825,47,47,AF/IN,,,1699,BF/IN,,,1746
100120590,10006412,10011445,23,23,AF/IN,,,1696,BF/IN,,,1746
100120595,10006412,10011763,50,50,AF/IN,,,1694,BF/IN,,,1741
100120599,10006412,10011974,22,22,AF/IN,,,1694,BF/IN,,,1722
100120616,10006414,10011666,36,36,AF/IN,,,1665,BF/IN,,,1674
100120627,10006417,10007393,60,60,AF/IN,,,1698,BF/IN,,,1747
100120634,10006418,10006424,24,24,AF/IN,,,1597,BF/IN,,,1643
100120654,10006418,10012251,55,55,AF/IN,,,1613,BF/IN,,,1643
100120655,10006418,10012526,54,54,AF/IN,,,1591,BF/IN,,,1643
100120659,10006418,10012973,21,21,AF/IN,,,1595,BF/IN,,,1643
100120661,10006418,10013021,90,90,AF/IN,,,1591,BF/IN,,,1643
100120662,10006418,10013022,57,57,AF/IN,,,1606,BF/IN,,,1643
100120663,10006418,10013292,50,50,AF/IN,,,1630,BF/IN,,,1643
100120664,10006419,10006424,40,40,AF/IN,,,1613,BF/IN,,,1670
100120675,10006420,10008165,47,47,AF/IN,,,1695,BF/IN,,,1739
100120715,10006422,10008544,19,19,AF/IN,,,1674,BF/IN,,,1726
100120716,10006422,10008812,55,55,AF/IN,,,1674,BF/IN,,,1727
100120725,10006422,10013084,28,28,AF/IN,,,1674,BF/IN,,,1695
100120732,10006423,10007541,38,38,AF/IN,,,1632,BF/IN,,,1681
100120746,10006423,10009777,50,50,AF/IN,,,1620,BF/IN,,,1660
100120759,10006424,10009988,24,24,AF/IN,,,1667,BF/IN,,,1670
100120764,10006425,10007040,33,33,AF/IN,,,1514,BF/IN,,,1555
100120781,10006427,10010872,28,28,AF/IN,,,1584,BF/IN,,,1632
100120785,10006427,10011681,18,18,AF/IN,,,1566,BF/IN,,,1625
100120790,10006429,10012362,20,20,AF/IN,,,1622,BF/IN,,,1685
100120794,10006431,10006796,33,33,AF/IN,,,1529,BF/IN,,,1576
100120811,10006431,10010550,69,69,AF/IN,,,1529,BF/IN,,,1606
100120822,10006431,10012841,76,76,AF/IN,,,1529,BF/IN,,,1579
100120830,10006432,10006848,44,44,AF/IN,,,1660,BF/IN,,,1711
100120842,10006433,10006462,76,76,AF/IN,,,1693,BF/IN,,,1758
100120850,10006433,10009863,26,26,AF/IN,,,1693,BF/IN,,,1747
100120855,10006433,10011874,14,14,AF/IN,,,1693,BF/IN,,,1758
100120874,10006434,10009835,13,13,AF/IN,,,1561,BF/IN,,,1607
100120875,10006434,10009920,20,20,AF/IN,,,1561,BF/IN,,,1616
100120886,10006434,10011534,54,54,AF/IN,,,1579,BF/IN,,,1629
100120898,10006434,10013232,40,40,AF/IN,,,1566,BF/IN,,,1630
100120911,10006437,10012098,21,21,AF/IN,,,1692,BF/IN,,,1713
100120914,10006438,10006583,27,27,AF/IN,,,1596,BF/IN,,,1678
100120920,10006438,10007508,16,16,AF/IN,,,1642,BF/IN,,,1687
100120935,10006438,10011107,45,45,AF/IN,,,1618,BF/IN,,,1665
100120941,10006438,10011681,25,25,AF/IN,,,1596,BF/IN,,,1625
100120959,10006439,10012339,52,52,AF/IN,,,1684,BF/IN,,,1696
100120963,10006439,10012503,52,52,AF/IN,,,1651,BF/IN,,,1696
100120980,10006442,10006446,66,66,AF/IN,,,1661,BF/IN,,,1671
100120985,10006442,10007084,44,44,AF/IN,,,1637,BF/IN,,,1671
100120989,10006442,10007955,26,26,AF/IN,,,1637,BF/IN,,,1671
100121006,10006442,10011369,18,18,AF/IN,,,1641,BF/IN,,,1671
100121012,10006442,10011689,47,47,AF/IN,,,1637,BF/IN,,,1660
100121021,10006442,10012748,40,40,AF/IN,,,1648,BF/IN,,,1671
100121026,10006442,10013300,43,43,AF/IN,,,1637,BF/IN,,,1671
100121047,10006444,10008364,17,17,AF/IN,,,1608,BF/IN,,,1659
100121051,10006444,10008517,17,17,AF/IN,,,1625,BF/IN,,,1659
100121052,10006444,10008519,15,15,AF/IN,,,1607,BF/IN,,,1659
100121073,10006444,10010543,14,14,AF/IN,,,1612,BF/IN,,,1659
100121076,10006444,10010805,22,22,AF/IN,,,1607,BF/IN,,,1659
100121091,10006444,10011783,16,16,AF/IN,,,1630,BF/IN,,,1659
100121092,10006444,10011817,11,11,AF/IN,,,1607,BF/IN,,,1655
100121112,10006444,10013291,20,20,AF/IN,,,1621,BF/IN,,,1652
100121117,10006445,10006450,56,56,AF/IN,,,1609,BF/IN,,,1631
100121126,10006445,10006731,22,22,AF/IN,,,1617,BF/IN,,,1674
100121138,10006445,10007327,25,25,AF/IN,,,1624,BF/IN,,,1674
100121140,10006445,10007541,34,34,AF/IN,,,1632,BF/IN,,,1674
100121156,10006445,10008026,12,12,AF/IN,,,1619,BF/IN,,,1674
100121168,10006445,10008427,13,13,AF/IN,,,1657,BF/IN,,,1674
100121177,10006445,10008721,15,15,AF/IN,,,1620,BF/IN,,,1674
100121182,10006445,10008787,43,43,AF/IN,,,1609,BF/IN,,,1674
100121194,10006445,10009265,23,23,AF/IN,,,1675,BF/IN,,,1674
100121203,10006445,10009559,22,22,AF/IN,,,1609,BF/IN,,,1659
100121221,10006445,10010543,46,46,AF/IN,,,1612,BF/IN,,,1674
100121222,10006445,10010553,22,22,AF/IN,,,1609,BF/IN,,,1641
100121242,10006445,10011326,11,11,AF/IN,,,1609,BF/IN,,,1674
100121244,10006445,10011399,42,42,AF/IN,,,1609,BF/IN,,,1666
100121247,10006445,10011532,17,17,AF/IN,,,1609,BF/IN,,,1651
100121256,10006445,10011690,13,13,AF/IN,,,1662,BF/IN,,,1674
100121268,10006445,10012156,22,22,AF/IN,,,1609,BF/IN,,,1647
100121284,10006445,10012463,12,12,AF/IN,,,1609,BF/IN,,,1668
100121286,10006445,10012497,20,20,AF/IN,,,1630,BF/IN,,,1658
100121307,10006445,10013061,30,30,AF/IN,,,1609,BF/IN,,,1654
100121311,10006445,10013291,59,59,AF/IN,,,1621,BF/IN,,,1652
100121312,10006445,10013300,14,14,AF/IN,,,1619,BF/IN,,,1674
100121333,10006446,10008787,16,16,AF/IN,,,1661,BF/IN,,,1678
100121338,10006446,10009310,14,14,AF/IN,,,1661,BF/IN,,,1723
100121351,10006446,10011666,78,78,AF/IN,,,1665,BF/IN,,,1714
100121360,10006446,10012305,11,11,AF/IN,,,1661,BF/IN,,,1703
100121372,10006446,10013186,14,14,AF/IN,,,1661,BF/IN,,,1699
100121374,10006446,10013308,39,39,AF/IN,,,1661,BF/IN,,,1702
100121377,10006447,10006763,28,28,AF/IN,,,1638,BF/IN,,,1691
100121390,10006447,10009435,19,19,AF/IN,,,1638,BF/IN,,,1699
100121399,10006447,10010584,50,50,AF/IN,,,1638,BF/IN,,,1700
100121416,10006447,10011782,37,37,AF/IN,,,1638,BF/IN,,,1680
100121428,10006447,10013143,20,20,AF/IN,,,1638,BF/IN,,,1690
100121435,10006448,10007374,26,26,AF/IN,,,1675,BF/IN,,,1709
100121442,10006448,10010793,27,27,AF/IN,,,1672,BF/IN,,,1685
100121454,10006449,10008398,33,33,AF/IN,,,1642,BF/IN,,,1709
100121463,10006449,10010793,65,65,AF/IN,,,1649,BF/IN,,,1685
100121476,10006449,10011777,45,45,AF/IN,,,1648,BF/IN,,,1711
100121482,10006449,10013101,36,36,AF/IN,,,1642,BF/IN,,,1678
100121490,10006450,10010872,49,49,AF/IN,,,1584,BF/IN,,,1631
100121502,10006452,10007079,23,23,AF/IN,,,1636,BF/IN,,,1649
100121507,10006452,10008515,20,20,AF/IN,,,1636,BF/IN,,,1683
100121516,10006452,10011671,27,27,AF/IN,,,1636,BF/IN,,,1685
100121528,10006453,10012654,55,55,AF/IN,,,1612,BF/IN,,,1651
100121544,10006457,10008766,13,13,AF/IN,,,1484,BF/IN,,,1542
100121546,10006458,10006462,50,50,AF/IN,,,1683,BF/IN,,,1752
100121567,10006459,10006615,47,47,AF/IN,,,1675,BF/IN,,,1727
100121571,10006459,10006708,48,48,AF/IN,,,1681,BF/IN,,,1719
100121572,10006459,10006750,55,55,AF/IN,,,1684,BF/IN,,,1727
100121592,10006459,10007213,49,49,AF/IN,,,1681,BF/IN,,,1727
100121593,10006459,10007214,91,91,AF/IN,,,1683,BF/IN,,,1723
100121606,10006459,10007426,22,22,AF/IN,,,1660,BF/IN,,,1713
100121611,10006459,10007547,82,82,AF/IN,,,1681,BF/IN,,,1727
100121632,10006459,10007990,11,11,AF/IN,,,1660,BF/IN,,,1713
100121633,10006459,10008052,59,59,AF/IN,,,1670,BF/IN,,,1727
100121637,10006459,10008163,57,57,AF/IN,,,1695,BF/IN,,,1727
100121658,10006459,10008521,20,20,AF/IN,,,1660,BF/IN,,,1727
100121659,10006459,10008523,66,66,AF/IN,,,1699,BF/IN,,,1720
100121676,10006459,10009033,53,53,AF/IN,,,1660,BF/IN,,,1724
100121688,10006459,10009254,11,11,AF/IN,,,1660,BF/IN,,,1721
100121697,10006459,10009500,56,56,AF/IN,,,1660,BF/IN,,,1712
100121702,10006459,10009606,25,25,AF/IN,,,1672,BF/IN,,,1727
100121709,10006459,10009779,48,48,AF/IN,,,1668,BF/IN,,,1727
100121722,10006459,10010083,32,32,AF/IN,,,1684,BF/IN,,,1727
100121723,10006459,10010143,48,48,AF/IN,,,1690,BF/IN,,,1727
100121741,10006459,10010514,46,46,AF/IN,,,1690,BF/IN,,,1727
100121750,10006459,10010718,25,25,AF/IN,,,1660,BF/IN,,,1712
100121763,10006459,10010974,24,24,AF/IN,,,1660,BF/IN,,,1726
100121767,10006459,10011046,73,73,AF/IN,,,1673,BF/IN,,,1727
100121772,10006459,10011106,40,40,AF/IN,,,1675,BF/IN,,,1727
100121776,10006459,10011219,21,21,AF/IN,,,1660,BF/IN,,,1723
100121804,10006459,10011744,22,22,AF/IN,,,1682,BF/IN,,,1727
100121806,10006459,10011763,54,54,AF/IN,,,1660,BF/IN,,,1727
100121825,10006459,10011977,46,46,AF/IN,,,1660,BF/IN,,,1719
100121826,10006459,10011995,12,12,AF/IN,,,1662,BF/IN,,,1727
100121833,10006459,10012167,37,37,AF/IN,,,1660,BF/IN,,,1707
100121839,10006459,10012322,26,26,AF/IN,,,1660,BF/IN,,,1717
100121851,10006459,10012482,100,100,AF/IN,,,1676,BF/IN,,,1727
100121866,10006459,10012761,35,35,AF/IN,,,1660,BF/IN,,,1711
100121871,10006459,10012844,84,84,AF/IN,,,1675,BF/IN,,,1725
100121892,10006461,10007181,46,46,AF/IN,,,1680,BF/IN,,,1723
100121894,10006461,10008812,45,45,AF/IN,,,1680,BF/IN,,,1725
100121897,10006462,10006475,55,55,AF/IN,,,1696,BF/IN,,,1760
100121918,10006462,10007162,47,47,AF/IN,,,1683,BF/IN,,,1751
100121920,10006462,10007188,52,52,AF/IN,,,1683,BF/IN,,,1729
100121936,10006462,10007701,50,50,AF/IN,,,1697,BF/IN,,,1760
100121942,10006462,10007893,39,39,AF/IN,,,1683,BF/IN,,,1760
100121956,10006462,10008368,35,35,AF/IN,,,1695,BF/IN,,,1760
100121957,10006462,10008372,56,56,AF/IN,,,1697,BF/IN,,,1760
100121962,10006462,10008429,39,39,AF/IN,,,1683,BF/IN,,,1724
100121982,10006462,10009145,17,17,AF/IN,,,1683,BF/IN,,,1717
100121983,10006462,10009152,70,70,AF/IN,,,1691,BF/IN,,,1760
100122001,10006462,10009863,53,53,AF/IN,,,1683,BF/IN,,,1747
100122010,10006462,10010151,36,36,AF/IN,,,1683,BF/IN,,,1733
100122020,10006462,10010600,39,39,AF/IN,,,1683,BF/IN,,,1691
100122027,10006462,10010730,47,47,AF/IN,,,1683,BF/IN,,,1743
100122036,10006462,10010965,43,43,AF/IN,,,1694,BF/IN,,,1751
100122048,10006462,10011161,57,57,AF/IN,,,1699,BF/IN,,,1760
100122059,10006462,10011666,99,99,AF/IN,,,1683,BF/IN,,,1714
100122066,10006462,10011788,28,28,AF/IN,,,1683,BF/IN,,,1730
100122072,10006462,10011875,66,66,AF/IN,,,1696,BF/IN,,,1760
100122087,10006462,10012478,100,100,AF/IN,,,1683,BF/IN,,,1757
100122092,10006462,10012603,73,73,AF/IN,,,1683,BF/IN,,,1750
100122099,10006462,10012902,26,26,AF/IN,,,1694,BF/IN,,,1760
100122113,10006462,10013245,96,96,AF/IN,,,1690,BF/IN,,,1760
100122126,10006464,10013308,46,46,AF/IN,,,1650,BF/IN,,,1702
100122131,10006466,10008048,28,28,AF/IN,,,1621,BF/IN,,,1678
100122152,10006471,10009947,30,30,AF/IN,,,1623,BF/IN,,,1658
100122154,10006471,10010597,54,54,AF/IN,,,1661,BF/IN,,,1701
100122157,10006471,10011670,25,25,AF/IN,,,1623,BF/IN,,,1649
100122175,10006472,10008713,25,25,AF/IN,,,1618,BF/IN,,,1660
100122178,10006472,10010919,15,15,AF/IN,,,1633,BF/IN,,,1685
100122189,10006473,10007268,23,23,AF/IN,,,1664,BF/IN,,,1691
100122196,10006473,10011671,27,27,AF/IN,,,1664,BF/IN,,,1685
100122216,10006477,10008089,43,43,AF/IN,,,1571,BF/IN,,,1628
100122217,10006477,10008184,56,56,AF/IN,,,1571,BF/IN,,,1640
100122222,10006477,10010260,15,15,AF/IN,,,1607,BF/IN,,,1642
100122242,10006478,10010672,54,54,AF/IN,,,1651,BF/IN,,,1710
100122243,10006478,10011683,75,75,AF/IN,,,1651,BF/IN,,,1701
100122261,10006482,10009069,91,91,AF/IN,,,1649,BF/IN,,,1679
100122270,10006483,10006618,21,21,AF/IN,,,1611,BF/IN,,,1651
100122282,10006483,10007524,15,15,AF/IN,,,1611,BF/IN,,,1651
100122287,10006483,10008014,54,54,AF/IN,,,1611,BF/IN,,,1641
100122291,10006483,10008126,19,19,AF/IN,,,1611,BF/IN,,,1650
100122301,10006483,10009120,20,20,AF/IN,,,1611,BF/IN,,,1651
100122305,10006483,10009313,50,50,AF/IN,,,1611,BF/IN,,,1651
100122326,10006483,10010966,22,22,AF/IN,,,1611,BF/IN,,,1651
100122332,10006483,10011670,79,79,AF/IN,,,1611,BF/IN,,,1649
100122348,10006483,10012876,56,56,AF/IN,,,1622,BF/IN,,,1651
100122352,10006483,10013108,12,12,AF/IN,,,1611,BF/IN,,,1651
100122359,10006484,10007100,37,37,AF/IN,,,1619,BF/IN,,,1684
100122373,10006484,10012817,76,76,AF/IN,,,1615,BF/IN,,,1675
100122386,10006486,10009341,39,39,AF/IN,,,1653,BF/IN,,,1701
100122391,10006486,10011584,41,41,AF/IN,,,1635,BF/IN,,,1699
100122408,10006488,10011080,85,85,AF/IN,,,1641,BF/IN,,,1693
100122412,10006490,10011671,42,42,AF/IN,,,1675,BF/IN,,,1685
100122417,10006491,10008729,56,56,AF/IN,,,1581,BF/IN,,,1640
100122421,10006491,10012492,40,40,AF/IN,,,1581,BF/IN,,,1590
100122438,10006493,10011780,43,43,AF/IN,,,1525,BF/IN,,,1590
100122447,10006494,10007569,65,65,AF/IN,,,1634,BF/IN,,,1675
100122456,10006494,10011671,70,70,AF/IN,,,1630,BF/IN,,,1675
100122474,10006495,10011584,27,27,AF/IN,,,1651,BF/IN,,,1699
100122477,10006495,10013308,27,27,AF/IN,,,1651,BF/IN,,,1702
100122482,10006496,10012831,44,44,AF/IN,,,1464,BF/IN,,,1532
100122502,10006499,10007193,92,92,AF/IN,,,1602,BF/IN,,,1645
100122503,10006499,10007966,45,45,AF/IN,,,1609,BF/IN,,,1662
100122521,10006501,10011180,44,44,AF/IN,,,1677,BF/IN,,,1719
100122525,10006502,10008942,23,23,AF/IN,,,1580,BF/IN,,,1634
100122538,10006506,10011681,12,12,AF/IN,,,1566,BF/IN,,,1598
100122542,10006508,10011253,22,22,AF/IN,,,1621,BF/IN,,,1643
100122547,10006508,10012918,11,11,AF/IN,,,1626,BF/IN,,,1643
100122558,10006509,10011200,47,47,AF/IN,,,1585,BF/IN,,,1628
100122559,10006509,10011365,35,35,AF/IN,,,1600,BF/IN,,,1662
100122560,10006509,10011373,18,18,AF/IN,,,1585,BF/IN,,,1614
100122561,10006509,10011479,67,67,AF/IN,,,1585,BF/IN,,,1638
100122562,10006509,10011780,24,24,AF/IN,,,1585,BF/IN,,,1590
100122563,10006509,10012063,59,59,AF/IN,,,1585,BF/IN,,,1635
100122564,10006509,10012529,13,13,AF/IN,,,1585,BF/IN,,,1643
100122612,10006512,10012579,86,86,AF/IN,,,1686,BF/IN,,,1740
100122619,10006516,10013084,22,22,AF/IN,,,1632,BF/IN,,,1690
100122633,10006517,10011681,14,14,AF/IN,,,1570,BF/IN,,,1625
100122641,10006518,10008146,12,12,AF/IN,,,1589,BF/IN,,,1640
100122651,10006518,10009579,16,16,AF/IN,,,1595,BF/IN,,,1640
100122655,10006518,10011670,27,27,AF/IN,,,1600,BF/IN,,,1640
